promoId,rname,startDate,endDate,discount
Perfect rest order,Five Guys,2020-04-29,2020-10-06,45
Amazing holiday item,Sonic Drive-in (trailer),2020-02-06,2020-04-06,10
Romantic holiday meal,OMG! Rotisserie,2020-08-23,2020-09-23,50
Romantic day item,Nielsen's Frozen Custard,2020-06-12,2020-08-12,15
Chill holiday food,Farmer Boys,2020-04-04,2020-08-30,35
Blue quarantine order,Granny's Drive-In,2020-09-08,2020-09-24,50
Smart rest item,Dual - Carls / Grn Burrito 1100654,2020-04-04,2020-06-17,15
Amazing home meal,A&W/Long John Silvers,2019-12-22,2020-03-01,25
Perfect home item,AJ's Hotdogs & Gyros,2019-11-28,2020-09-25,10
White vacay meal,Quiznos,2020-03-26,2020-09-13,30
Hot vacay snack,Eagan's Drive-In,2019-12-19,2020-07-21,25
Amazing day order,Blake's Lotaburger,2019-11-12,2020-10-20,45
Cool day item,McDonalds,2020-02-06,2020-03-03,50
Smart holiday meal,Breadeaux Pizza,2020-02-15,2020-07-02,55
Cool day snack,A&W All-American Foods,2020-02-22,2020-02-24,50
Cool rest order,Papa John's,2019-11-08,2020-02-09,30
Cool vacay snack,SONIC Drive In,2020-02-15,2020-10-07,45
Super grab meal,Arbys,2020-06-12,2020-08-05,40
Great grab food,Steak-out,2019-12-19,2020-06-28,25
Blue vacay food,Pizza Express,2020-04-01,2020-06-10,25
Good quarantine meal,Burger King Salou,2019-11-05,2020-04-06,30
Crazy rest order,Bb&t,2020-07-13,2020-10-12,5
Blue day item,King Grill,2020-05-11,2020-06-18,55
Great quarantine item,The People Connection,2020-02-15,2020-04-01,55
Blue quarantine meal,Love's,2020-03-28,2020-07-18,35
Great day snack,Hungry Andy's,2019-12-16,2020-10-04,30
Chill stay meal,Charlie Browns,2020-07-24,2020-08-03,55
White rest order,World Wrapps,2019-12-09,2020-07-11,30
Good rest meal,Pop-A-Nugget,2020-05-16,2020-10-22,25
Romantic quarantine food,BGR - The Burger Joint,2019-11-10,2020-09-07,50
Cool grab snack,Geno's Fast Break,2020-06-08,2020-10-26,25
Crazy grab item,Wings And Philly,2020-04-02,2020-08-17,35
Great day item,Dairy Queen Grill & Chill,2020-02-06,2020-04-21,10
Chill home order,Bravo Tacos,2020-02-24,2020-09-16,35
Amazing stay meal,The Press Club,2020-05-26,2020-07-31,10
Cool quarantine food,KFC - Kentucky Fried Chicken,2020-01-09,2020-08-15,20
Super grab food,Port of Subs,2019-11-08,2019-12-09,55
Cool day item,Captain D's,2019-12-04,2020-03-22,10
Chill vacay item,Charleys Philly Steaks,2020-05-29,2020-10-19,50
Romantic rest order,Blake's LotaBurger,2020-06-05,2020-07-22,10
Amazing day snack,Coop DeVille,2020-02-06,2020-05-29,55
Romantic home food,A&w Restaurant,2019-11-17,2020-05-31,20
Crazy stay food,Costa Vida,2019-11-15,2020-10-15,15
Perfect home meal,Carls Jr,2020-04-09,2020-10-12,15
White stay meal,Wienerschnitzel,2020-02-22,2020-04-06,5
Hot quarantine meal,Kum Go,2019-11-17,2020-01-08,25
Perfect stay meal,Qdoba Mexican Grill,2020-03-26,2020-05-04,55
Cool stay food,BIG & little's Restaurant,2020-05-19,2020-06-11,10
Crazy stay item,Shoney's on the Go,2020-07-10,2020-08-08,35
Romantic home order,Lee's Famous Recipe Chicken,2019-12-15,2020-10-07,50
Special day order,Chick-fil-a Truett's Luau,2020-07-01,2020-09-30,5
Blue home snack,Fallguys Burger Company,2020-03-09,2020-10-22,45
Great quarantine food,Dairy Freeze,2020-09-07,2020-10-12,20
Cool rest item,Mcdonald's - Walmart,2020-02-18,2020-06-10,25
Blue rest item,Culvers,2020-06-20,2020-07-18,50
Romantic grab order,Checker's,2020-07-20,2020-09-28,30
Great vacay order,King Grill,2019-11-07,2019-11-11,50
Great quarantine food,Blake's LotaBurger,2019-12-13,2020-06-10,35
Perfect stay order,Wendys,2020-04-03,2020-05-31,25
Chill rest order,Skyline Chili,2020-07-10,2020-08-28,20
Crazy rest snack,Yum Brands Inc,2020-06-29,2020-10-22,25
Crazy grab order,Peking Wok,2020-08-16,2020-09-10,40
White quarantine food,AJ's Hotdogs & Gyros,2020-04-02,2020-05-01,45
Super vacay meal,Church's Chicken,2019-12-05,2020-05-06,50
Cool holiday snack,Checker's,2020-05-22,2020-08-11,45
Super grab food,Moe's Southwest Grill,2020-06-10,2020-07-10,10
Amazing vacay snack,Cook-Out,2020-04-29,2020-10-21,30
Crazy quarantine food,Au Bon Pain,2020-07-21,2020-10-15,55
Super day order,Osgood's,2020-01-02,2020-05-26,50
Blue home snack,Bobby's Burger Palace,2020-04-06,2020-09-26,10
Smart quarantine meal,Lime Ricky World,2020-01-20,2020-07-06,5
Hot grab food,Carl's Jr.,2019-11-23,2020-01-13,30
Hot home order,Custard Hut & Pizza,2019-11-12,2020-01-20,50
Chill holiday item,Charkies,2020-03-20,2020-05-17,45
Smart stay meal,Dairy Queen Grill & Chill,2019-11-09,2019-12-28,30
White rest item,Eagan's Drive-In,2020-07-01,2020-09-10,20
Hot rest order,Everest,2020-09-26,2020-10-30,5
Hot holiday item,Ivar's Seafood Bar,2020-03-29,2020-10-05,25
Blue home order,Tom & Jerry's,2019-12-04,2020-10-11,55
Smart rest item,Coop DeVille,2020-02-04,2020-04-17,15
Blue vacay order,Spangle's,2020-05-17,2020-10-22,55
Romantic stay item,Pita Pit,2020-01-13,2020-02-19,30
Chill holiday item,City Bites,2020-05-25,2020-07-14,40
Perfect holiday food,Arctic Circle,2020-05-21,2020-09-16,10
Perfect vacay meal,Rubio's,2020-03-24,2020-05-13,20
Crazy day snack,BIG & little's Restaurant,2020-05-04,2020-09-20,20
White day snack,B. Good,2020-06-17,2020-06-26,40
Special holiday snack,Roy Rogers,2020-08-28,2020-10-21,5
Blue vacay meal,Mr Char-Burger,2019-11-02,2019-11-28,40
Great stay snack,Popeye's,2020-03-20,2020-08-24,25
Smart rest meal,Port of Subs,2020-04-09,2020-08-30,40
Crazy quarantine meal,Rush's,2020-06-15,2020-10-03,5
Crazy holiday item,Backyard Burgers,2019-11-01,2020-09-25,20
Blue home item,Bb&t,2020-02-18,2020-09-26,55
Smart vacay snack,Cousins Subs of Green Bay - Oneida St. & Ramada Way,2020-01-24,2020-02-06,55
Blue stay snack,DQ Woodlands,2020-03-20,2020-08-11,30
Cool quarantine item,Baskin-Robbins,2020-04-06,2020-09-11,35
Great rest food,Papa John's Pizza,2020-03-22,2020-09-23,10
Amazing vacay food,Woody's Sloppy Dogs,2019-12-15,2020-10-17,45
Crazy grab meal,Einstein Bros Bagels,2020-07-13,2020-10-17,10
Special grab snack,Dairy Queen Grill & Chill / Orange Julius,2019-11-10,2020-09-16,20
Smart stay meal,Chick-fil-A,2020-01-06,2020-06-07,20
Super quarantine meal,Popeyes Louisiana Kitchen,2019-11-18,2020-05-31,50
Good home order,Love's,2020-01-12,2020-01-26,30
Romantic home meal,Pal's Sudden Service,2020-05-05,2020-06-22,30
Special day order,Subway (johnson) @ Jonesboro,2020-03-02,2020-09-05,45
Amazing stay food,Blimpie,2019-11-15,2019-12-25,40
Amazing stay order,Charleys Philly Steaks,2020-04-14,2020-05-17,50
Cool day snack,JCW's,2020-02-29,2020-06-20,35
Chill day order,Cousins Subs,2019-11-19,2019-12-16,15
Perfect vacay item,Mariu Kebabberia Gastronomica,2020-06-12,2020-06-30,50
Cool rest food,Long John Silvers,2020-04-08,2020-08-23,55
Blue day meal,Whataburger,2020-03-20,2020-09-06,45
Romantic vacay food,Charkies,2019-11-15,2020-03-20,45
Blue rest food,China King,2020-02-24,2020-04-15,45
Smart rest snack,Crystal Restaurant,2020-01-28,2020-03-16,45
Perfect day meal,Twisters,2019-11-17,2020-01-10,55
Perfect home order,7-11,2019-11-03,2020-04-29,30
Good vacay snack,31st Avenue Gyro,2020-04-11,2020-04-25,30
Romantic stay order,Fab Wings N Burgers,2020-02-07,2020-07-04,40
Romantic rest snack,Skyline Chili,2020-05-21,2020-09-16,10
Great grab meal,Char-Grill,2020-02-22,2020-04-01,35
Perfect quarantine food,Costa Vida,2020-06-04,2020-10-22,45
Special holiday order,D'angelo Grilled Sandwiches,2020-03-06,2020-04-11,40
Super vacay order,Red Robin Gourmet Burgers,2019-11-09,2020-06-12,35
Hot quarantine order,Eagan's Drive-In,2019-12-16,2020-10-27,10
Hot home meal,Wienerschnitzel,2019-11-30,2020-07-08,40
Blue holiday item,Subway Guitars,2020-09-25,2020-09-30,20
Special quarantine item,Slim Chickens,2020-05-29,2020-06-15,35
Smart quarantine food,Wingstop,2019-12-17,2020-03-08,5
Special rest item,Twisters,2019-12-25,2020-08-28,30
Perfect rest item,Blake's Lotaburger,2019-11-26,2020-02-22,30
Hot stay meal,Rich's Mighty Fine Burgers Grub,2020-03-16,2020-09-05,15
Chill stay snack,The People Connection,2020-09-25,2020-10-12,5
Cool day food,Tellers Tap Room & Kitchen,2020-01-31,2020-05-29,40
Good day meal,Port Of Subs,2020-07-29,2020-08-05,25
Super rest order,Chicago Union Station Food Court,2020-01-11,2020-07-03,5
Amazing home snack,Tudor's Biscuit World,2020-05-14,2020-08-08,15
Romantic holiday food,LocoL,2020-02-29,2020-03-22,10
Special quarantine item,Rally's,2020-07-31,2020-10-01,20
White grab order,Sunrise Cafe,2020-03-29,2020-09-16,50
Perfect rest order,Sconecutter,2020-03-22,2020-04-28,25
Super vacay order,Famous Dave's,2019-12-28,2020-09-26,50
Hot vacay snack,Tubby's Grilled Submarines,2020-03-16,2020-07-26,10
Hot holiday order,Windmill Gourmet Fast Foods,2020-04-25,2020-10-07,55
Crazy stay order,Subway Guitars,2019-11-10,2020-07-10,25
Great rest snack,Eagan's Drive-In,2019-11-01,2020-09-07,50
Good vacay snack,El Tarasco Mexican Food,2019-11-08,2020-09-13,25
Special home meal,BIG & little's Restaurant,2019-11-23,2020-09-27,55
Special rest item,Crispy Chicken & Seafood,2019-11-17,2020-05-02,10
Hot vacay snack,Boston Market 381,2020-02-24,2020-07-08,30
Hot quarantine item,Toppers Pizza,2020-06-17,2020-08-30,25
Amazing home meal,Moe's Original Bar B Que,2019-12-19,2020-09-13,35
Cool vacay meal,Foster's Freeze,2019-12-01,2020-04-18,25
Blue holiday item,The Break Away Sports Cafe,2019-11-17,2020-09-28,15
Special grab item,LocoL,2020-10-17,2020-10-26,25
White holiday snack,Arby's,2020-01-03,2020-07-02,45
Hot vacay food,Pizza Hut Wingstreet,2020-07-16,2020-08-29,25
Great day item,Maria's Fry Bread & Mexican Food,2019-11-14,2020-01-23,55
Cool stay snack,Capriotti's Sandwich Shop,2019-11-01,2019-11-15,35
Romantic home meal,Taqueria,2020-04-08,2020-06-12,15
Great grab item,Mcdonald's #25557,2020-02-03,2020-10-20,25
Blue stay food,Granny's Drive-In,2020-01-05,2020-02-20,15
Smart holiday food,Omelette House,2020-05-10,2020-07-07,35
Great rest food,Pop-A-Nugget,2020-09-11,2020-09-23,55
Amazing quarantine snack,Subway - Bell's Ferry,2020-05-23,2020-06-18,30
Blue holiday snack,Culvers,2020-02-15,2020-05-26,45
Super vacay meal,Taco Del Mar,2020-08-16,2020-10-05,40
Great stay food,Thrasher's French Fries,2019-11-16,2020-05-04,10
Chill vacay snack,Subway Sandwiches,2020-05-10,2020-10-11,30
Amazing grab meal,Taco Delight,2019-12-27,2020-10-02,45
Amazing stay snack,Bamboo Bistro,2020-03-11,2020-10-07,30
Hot home food,Kings Contrivance Jewelers,2020-03-20,2020-05-22,45
Cool home item,Tropical Smoothie Cafe,2019-11-17,2020-08-11,50
Great rest item,Jimmy Johns,2020-02-06,2020-04-27,40
Blue vacay food,Dual - Carls / Grn Burrito 1100654,2020-03-01,2020-10-26,25
Special vacay order,KFC - Kentucky Fried Chicken,2020-02-24,2020-04-29,15
Crazy day item,Nick's Gyros,2020-10-11,2020-10-16,15
Great stay food,31st Avenue Gyro,2020-07-02,2020-10-08,55
Amazing grab meal,Frugals,2020-06-02,2020-09-13,50
Special stay food,name,2020-04-03,2020-04-21,35
Perfect day item,Lenny's Sub Shop,2020-02-29,2020-09-25,25
Crazy home order,Chipotle Mexican Grill,2019-12-27,2020-10-11,5
Hot home snack,Hardee's / Red Burrito / Dough Boys,2020-03-21,2020-10-22,40
Perfect vacay order,McDonalds,2019-11-26,2020-09-12,50
Smart rest food,Little Caesar's Pizza Smithfield,2020-04-09,2020-06-30,55
Good holiday meal,Fazoli's,2020-01-24,2020-08-28,40
Hot stay item,Hot Dog On A Stick,2020-02-19,2020-07-21,40
Cool vacay meal,Pollo Tropical,2020-06-28,2020-09-30,35
Amazing holiday food,Dual - Carls / Grn Burrito 1100654,2020-03-21,2020-07-31,50
Great vacay snack,Mcalister's Deli,2020-02-14,2020-10-06,15
Cool day snack,Siam To Go,2020-01-13,2020-06-06,35
Romantic vacay item,Aw Restaurant,2020-01-11,2020-08-04,35
Hot stay food,Nino's Pizza,2020-04-05,2020-05-06,35
Perfect day snack,Alice's,2020-02-23,2020-06-02,15
Great vacay meal,Mariu Kebabberia Gastronomica,2020-03-02,2020-04-16,30
Chill quarantine meal,Subway Guitars,2020-01-30,2020-04-14,40
Crazy rest meal,Cody's Cafe,2019-11-30,2019-12-16,5
Good vacay snack,China Buddha Inn II,2020-03-05,2020-07-04,10
Chill day food,OMG! Rotisserie,2020-01-24,2020-02-18,20
Amazing rest meal,Pei Wei,2020-02-24,2020-05-26,35
Crazy day order,Hoka Hoka Bento,2020-06-30,2020-09-29,30
White home snack,Hoka Hoka Bento,2019-12-26,2020-09-19,50
Super home item,Snack Shack,2019-11-03,2020-03-11,10
Perfect home food,OMG! Rotisserie,2020-05-14,2020-07-18,10
Smart grab food,A&W All American Food,2020-01-15,2020-07-20,5
Blue vacay order,Blondies,2019-11-10,2020-05-10,50
Great holiday snack,Hunam Garden,2020-01-23,2020-04-12,55
Good home snack,Burgerville,2019-12-25,2020-04-02,30
Great home snack,Bamboo Bistro,2020-07-07,2020-07-23,35
Great quarantine item,Wings N' More Wings,2020-07-21,2020-07-27,30
Super day meal,White Castle,2020-04-06,2020-05-21,45
Great holiday meal,South-A-Philly Steaks and Hoagies,2019-11-22,2019-12-27,30
Chill stay item,Subway Citgo of Quarryville,2019-12-04,2020-07-21,10
White grab food,Mc Donalds,2020-10-19,2020-10-22,30
Super day meal,KFC,2019-12-28,2020-08-05,40
Cool vacay item,Baja Fresh,2019-12-12,2019-12-30,25
Cool vacay food,Jim's Coney Island,2019-11-18,2019-12-29,45
Good quarantine meal,Mcdonalds,2020-05-13,2020-09-25,40
Great rest food,Jamba Juice,2019-12-21,2020-04-29,30
Special quarantine meal,Blakes Lotaburger,2020-10-15,2020-10-22,35
Romantic grab meal,Wings N' More Wings,2020-04-11,2020-05-29,30
Blue stay snack,Baskin-Robbins,2020-03-06,2020-05-26,20
Blue quarantine food,Subway,2020-02-20,2020-03-20,20
White vacay meal,Pick Up Stix,2020-02-09,2020-04-17,5
Blue home item,B. Good,2020-01-07,2020-01-26,10
White vacay food,Everest,2020-01-06,2020-04-24,55
Special vacay order,B Z Breakfast Burgers Beyond,2020-08-19,2020-10-22,55
White quarantine snack,Pop-A-Nugget,2020-02-02,2020-04-14,15
Hot holiday food,Penn Station East Coast Subs,2020-06-08,2020-07-21,20
Crazy quarantine snack,BGR - The Burger Joint,2019-11-30,2020-02-26,30
White grab order,Checker's Hamburgers,2020-08-16,2020-09-25,35
Crazy rest snack,Chick-fil-a Orange Avenue,2020-06-05,2020-06-15,10
Super grab food,DQ Grill & Chill,2020-03-03,2020-06-05,20
Good vacay item,Subway Sandwiches,2019-12-10,2020-08-25,50
Good holiday order,Pizza Hut Wingstreet,2020-07-08,2020-10-17,55
Smart rest meal,QDOBA Mexican Eats,2019-12-28,2020-02-10,20
Cool holiday snack,Taco Bell/Pizza Hut Express,2020-02-13,2020-09-05,55
Cool holiday meal,Great Steak And Potato Co,2020-07-11,2020-10-05,50
Blue rest order,Mazatlan Mexican Restaurant,2019-11-10,2020-05-25,15
Chill day item,Chipotle Mexican Grill,2019-12-05,2020-02-18,50
Cool vacay snack,City Bites,2020-02-07,2020-07-11,35
Crazy day snack,L&L Hawaiian Barbecue,2019-12-18,2020-04-09,15
Romantic day item,Cook-Out,2020-03-29,2020-06-14,35
Super rest food,Cherry Hill Drive In Ice Cream,2020-06-05,2020-06-12,45
Special day item,Tellers Tap Room & Kitchen,2019-12-16,2020-08-11,35
Blue rest order,Jollibee,2020-05-10,2020-10-17,35
White day meal,BIG & little's Restaurant,2020-01-14,2020-06-06,20
Perfect holiday meal,Islands Restaurant,2019-11-17,2020-10-11,25
Good day food,Bob Evans Restaurant,2019-11-06,2020-10-26,10
Good vacay order,Zip's Hamburgers And Fish,2020-03-04,2020-06-04,30
Perfect rest food,Maria's Fry Bread & Mexican Food,2019-12-11,2020-07-10,55
Crazy holiday food,Music City Subs,2020-02-02,2020-06-12,10
Super day order,Italian Pizzeria Restaurant,2019-12-26,2020-08-23,55
Amazing quarantine order,Hometown Buffet,2019-11-11,2020-08-19,50
Blue grab snack,Pop-A-Nugget,2020-10-13,2020-10-27,45
Cool quarantine meal,Auntie Anne's,2019-12-09,2020-05-20,45
White rest food,Cody's Cafe,2020-03-31,2020-07-04,50
Hot rest item,Popeye's Chicken,2020-05-22,2020-06-11,40
Chill stay snack,Bb&t,2019-11-25,2020-07-18,40
White stay order,Paesano's,2020-06-05,2020-08-12,5
Great stay order,Cinnabon,2020-09-20,2020-10-24,10
Blue vacay meal,Simmies Arirang Hill Cheese Steak,2020-03-15,2020-08-08,35
Good day order,Jimmy John's Gourmet Sandwiches,2019-12-19,2020-06-14,10
Hot vacay food,Isabella's Pizzeria,2020-04-16,2020-06-14,20
Perfect vacay food,Dairy Queen - Round Rock,2020-06-11,2020-06-14,25
Cool home meal,Schlotzsky's,2019-11-15,2019-11-17,15
White stay order,Islands Restaurant,2020-06-09,2020-10-23,10
Perfect stay order,Panda,2020-03-06,2020-04-11,20
Cool rest order,Hot Dog On A Stick,2019-12-03,2020-09-08,5
Special stay meal,Tom's Grill,2020-07-24,2020-09-12,35
Great stay food,Steak-out,2020-01-09,2020-07-27,15
White rest snack,Chris' Drive-In,2020-05-29,2020-09-06,40
Blue stay order,Lee's Oriental Martial Arts,2020-05-10,2020-08-27,30
Cool quarantine meal,Royal Buffet,2020-02-09,2020-08-03,50
Special holiday item,Taco Bueno,2020-08-17,2020-10-17,40
Perfect vacay snack,Runza,2020-05-26,2020-06-29,25
Blue holiday meal,Whataburger,2020-02-19,2020-04-23,20
Chill stay item,Hermosa,2020-07-21,2020-09-11,10
Perfect grab meal,Chuck Wagon,2020-01-13,2020-02-21,55
White grab item,Smoothie King,2019-11-05,2020-10-22,15
Cool rest snack,Boston Market,2019-11-01,2020-01-02,45
Blue holiday meal,Mario's Natural Roman Pizza,2019-11-12,2020-07-13,25
Smart vacay meal,Handy's Lunch,2019-12-25,2020-06-15,25
Romantic grab food,Baskin-Robbins,2020-06-02,2020-08-07,30
Good rest order,D'Angelo Grilled Sandwiches,2020-01-13,2020-03-26,55
Hot grab meal,Ny Chicken Fish,2020-05-13,2020-05-15,25
Super day food,Dunkin' Donuts,2020-02-21,2020-10-24,20
Crazy rest meal,In-A-Tub,2020-04-23,2020-09-02,30
Romantic rest snack,Burgerville,2020-01-12,2020-04-02,20
Special stay order,P. Terry's,2020-06-16,2020-06-23,25
Good quarantine item,Famous Dave's,2020-10-17,2020-10-18,20
Perfect holiday snack,Dual - Carls / Grn Burrito 1100654,2020-02-28,2020-10-17,50
Chill rest food,Richie's Restaurant,2020-05-10,2020-05-22,40
Chill quarantine snack,Custard Hut & Pizza,2020-06-20,2020-10-10,50
Chill grab snack,Chick-fil-a Superstition Springs Center,2020-05-11,2020-10-07,40
Good vacay meal,Integrated Therapy Specialists: Arnold D Larson,2019-11-01,2019-11-24,15
Special stay food,Boston Chowda Company,2020-01-28,2020-05-06,35
Blue day food,Dairy Isle,2020-03-14,2020-08-16,20
Perfect day meal,Wingstreet,2020-02-15,2020-03-20,5
Special home order,LocoL,2020-04-29,2020-05-06,25
Good day food,Scoopers,2020-04-01,2020-05-25,30
Hot rest food,The Break Away Sports Cafe,2020-04-17,2020-09-27,15
Chill stay item,Subway (johnson) @ Jonesboro,2020-05-29,2020-07-30,40
Crazy quarantine item,A&W All-American Food,2020-02-23,2020-10-12,55
Chill quarantine order,Chick-fil-A,2020-09-25,2020-10-19,25
Blue vacay snack,Chickenow,2019-11-18,2020-06-09,50
Amazing rest food,Mazatlan Mexican Restaurant,2019-11-12,2020-02-18,35
Great grab meal,Chickenow,2020-02-22,2020-09-23,5
Cool grab item,Cinnabon,2020-03-14,2020-05-26,35
Good grab snack,Five Guys,2020-06-18,2020-07-13,10
Perfect day meal,Chipotle Mexican Grill,2020-05-02,2020-09-08,40
Great day item,Krystal,2019-12-01,2020-02-07,35
Great holiday meal,Fosters Freeze,2020-05-25,2020-08-10,50
Cool day food,Raising Cane's Chicken Fingers,2020-06-27,2020-09-20,35
Romantic home food,J J Fish and Chicken,2020-04-05,2020-06-16,50
Perfect rest meal,Dino's Gyros,2019-11-05,2020-02-09,5
Crazy home order,Iceberg Drive Inn,2020-06-17,2020-09-28,10
Romantic quarantine item,Sonic Drive In,2020-02-06,2020-07-24,35
Great day meal,Loco Moco Drive-Inn,2019-12-16,2020-04-11,30
Perfect vacay food,Port of Subs,2019-11-23,2020-03-09,40
White quarantine order,Froots,2020-01-12,2020-02-15,55
Cool vacay order,Ziti's Italian Express,2019-11-26,2020-09-12,5
White vacay meal,Spangle's,2020-03-22,2020-04-23,5
Amazing grab food,Mcdonalds,2020-02-19,2020-06-17,45
Perfect vacay meal,Sunrise Cafe,2020-05-20,2020-06-17,10
