fname,rname,avail,maxLimit,price
Fish kidney curry,Lee's Famous Recipe Chicken,90,90,5.5
Kimchi stew,Cypress Best,60,60,5.5
Murg makhani,Raising Cane's Chicken Fingers,60,60,3.5
Gogigui,White Castle,60,60,6.0
Guacamole,Cook Out,70,70,10.5
Mole,Jack Pirtles Chicken,40,40,8.5
Stir fried tofu with rice,Rafael's,80,80,3.5
Macaroni and Cheese,Skyline Chili,40,40,12.0
Polenta,Nick's Burgers,110,110,6.0
Tandoori chicken,Burger King,110,110,12.0
Ramen,Great Steak And Potato Co,50,50,11.5
Kimchi,Italian Pizzeria Restaurant,40,40,3.0
Noodles,Lanesplitter Pizza & Pub,40,40,11.0
Kimchi stew,Carl's Jr / Green Burrito,70,70,8.0
Szechwan chilli chicken,Cookout,60,60,5.0
Noodles,Brixton's,60,60,3.5
Enchiladas,Hot Dog Heaven,70,70,8.5
Chocolate chip cookie,Papa Gino's,70,70,7.5
Chicken wings,Garden Fast Food,40,40,5.0
Steak,Rallys,70,70,5.5
Fried carrot cake,Simmies Arirang Hill Cheese Steak,70,70,8.0
Rujak cingur,Costa Vida Fresh Mexican Grill,60,60,5.5
Bottarga,Mr. Hero,50,50,4.0
Risotto,Taco Del Mar,90,90,5.0
Fish kidney curry,Slim Chickens,110,110,8.5
Chicken galangal soup,Cafe Rio,30,30,3.0
Steak,Costa Vida Fresh Mexican Grill,70,70,6.0
Bibimbap,Bills Place,110,110,11.0
Ayam goreng,Roy Rogers,60,60,8.0
Bun bo hue,Boston Chowda Company,20,20,12.0
Gado gado,B. Good,20,20,3.0
Risotto,Taco del Mar,110,110,9.0
Chole,Dominos Pizza,80,80,8.5
Rawon,Breadeaux Pizza,100,100,6.0
Sichuan pork,Charkies,100,100,4.0
French fries,Mcdonald's,60,60,11.5
Sate,Long John Silvers / A&W,30,30,3.5
Murg makhani,Lenny's Sub Shop,30,30,6.0
Chicken with chestnuts,Rocky's,110,110,11.0
Tandoori chicken,Blake's Lotaburger,80,80,7.0
Pizza,Fred's Store,20,20,4.0
Steak,Chicago Union Station Food Court,20,20,9.5
Hokkien prawn mee,B. Good,30,30,3.0
Natto,Gold Star Chili,80,80,7.5
Apple pie,Wetzel's Pretzels,90,90,8.5
Tostadas,The Honeybaked Ham Company,70,70,8.0
Palak paneer,Bb&t,60,60,8.5
Doughnut,Carl's Jr,30,30,6.0
Noodles,Arby's,100,100,9.5
Ribollita,Ernie's All American Burger,80,80,4.0
Kimchi,Simmies Arirang Hill Cheese Steak,80,80,10.5
Chiles en nogada,JCW's,110,110,8.5
Goi cuon,Great Steak & Potato Co,40,40,11.0
Hash browns,D'Angelo Grilled Sandwiches,50,50,3.5
Bakso,Chicken Express,70,70,8.0
Chicken galangal soup,Shepard's Drive-In,40,40,10.0
Cao lau,Nino's Pizza,30,30,4.0
Bakso,Lee's Oriental Martial Arts,110,110,7.5
Tempura,SONIC Drive-In,40,40,5.0
Szechwan chilli chicken,Fitness 19,80,80,8.5
Risotto,Cookout,40,40,10.0
Pork bulgogi,Au Bon Pain,30,30,8.5
Chicken with chestnuts,El Pollo Loco,70,70,8.0
Chilaquiles,Jack Pirtles Chicken,110,110,10.5
Thai hanglay curry,name,100,100,11.0
Cheeseburger,Coop DeVille,50,50,9.0
Papdi chaat,Dominos Pizza,60,60,6.0
Macaroni and Cheese,Pollo Campero,110,110,8.5
Chicken wings,Checker's Hamburgers,110,110,5.0
Bakso,Freddy's Steakburger,90,90,5.5
Spicy stir fried octopus,SONIC Drive-In,70,70,9.0
Bhajji,Checkers,30,30,5.5
Pho,Don & Millie's,70,70,10.0
Chicken rice,Kennedy Fried Chicken & Pizza,50,50,11.5
Mole,Five Guys,100,100,6.5
Pork bulgogi,The Chicken Place,20,20,6.0
Chicken tikka masala,Backyard Burgers,60,60,6.5
Paratha,Taqueria,20,20,4.5
Yakitori,Jimmy John's,90,90,5.0
Risotto,Culvers,80,80,5.5
Pozole,Iceberg Drive Inn,20,20,10.5
Coconut milk curry,Teddy's Bigger Burgers,70,70,4.0
Curry fish head,Charlie's Chicken,20,20,8.5
Rau muong,Panda Express,30,30,8.5
Spaghetti Bolognese,Alice's,90,90,8.0
Risotto,Bb&t,20,20,5.5
Enchiladas,Hotdoks,50,50,5.0
Bakso,Taco Local,80,80,5.5
Paratha,Lime Ricky World,90,90,7.5
Wanton mee,Ball State Lafollette Dining,90,90,5.5
Kimchi stew,Flip Burger Bar,90,90,10.0
Bak kut teh,Hegenburgers,60,60,4.5
Sundubu jjigae,Hungry Andy's,50,50,5.0
Sate,Blakes Lotaburger,70,70,3.5
Cha ca,Strongwater Spirits & Botanicals,80,80,3.0
Kimchi,Comilao Lanches Bakery,80,80,3.0
Nem ran,Samurai Sam's,80,80,10.0
Wanton mee,L&L Hawaiian Barbecue,100,100,7.0
Macaroni and Cheese,Dairy Queen Grill & Chill,100,100,7.5
Sate,El Tarasco Mexican Food,50,50,3.5
Tamales,El Tarasco Mexican Food,100,100,9.5
Udon,Bush's Chicken,20,20,12.0
Hokkien prawn mee,Pollo Tropical,90,90,5.0
Elote,Boston Chowda Company,30,30,8.0
Gogigui,Subway - Roland Park,50,50,5.0
Chiles en nogada,Frisch's Big Boy,100,100,9.0
Fried chicken,Baker's Drive Thru,20,20,11.0
Beef soup,Cafe Rio,60,60,7.0
Pork bulgogi,City Bites,40,40,4.5
Spaghetti Bolognese,BIG & little's Restaurant,110,110,6.0
Bhajji,Crystal Restaurant,80,80,6.0
Guacamole,Bamboo Bistro,30,30,6.5
Soba,DQ Grill & Chill,110,110,11.0
Mole,Hardees,90,90,4.0
Oyster omelette,Wienerschnitzel,100,100,9.5
Stir fried tofu with rice,Thrasher's French Fries,70,70,4.0
Sundubu jjigae,Richie's Restaurant,20,20,9.5
Bibimbap,Baja Fresh Mexican Grill,50,50,9.0
Hokkien prawn mee,Fallguys Burger Company,100,100,3.0
Fried chicken,Circle Drive In,60,60,5.5
Ayam penyet,Shepard's Drive-In,90,90,5.0
Hokkien prawn mee,Popeyes Louisiana Kitchen,30,30,9.5
Nem ran,B K,100,100,12.0
Bibimbap,Sarku Japan,70,70,5.0
Spicy stir fried octopus,Chickenow,80,80,11.5
Kimchi,Char-Grill,20,20,3.0
Sour soup,Dairy Queen Grill & Chill / Orange Julius,90,90,9.0
Spicy stir fried octopus,Pete's Burgers,60,60,6.5
Sour soup,Sensenig Poultry LLC,60,60,5.0
Rau muong,White Castle,90,90,11.5
Thai hanglay curry,Taco Casa,30,30,6.0
Sour soup,Auntie Anne's,50,50,3.5
French fries,Hardee's / Red Burrito,60,60,6.0
Spicy stir fried octopus,Subway - Roland Park,80,80,9.0
Boiled vegetable soup,Taco del Mar,70,70,8.0
Chiles en nogada,Domino's Pizza,50,50,7.5
Steak,Pita Pit,110,110,7.5
Noodles,Taco Bueno,80,80,4.5
Chole,Sheetz,110,110,7.0
Tofu,Gyros Kings,110,110,9.5
Bibimbap,Papa Gino's,80,80,6.5
Fried carrot cake,Pizza Factory,70,70,12.0
Kimchi stew,AJ's Hotdogs & Gyros,100,100,10.0
Rawon,Dawg House Grill,60,60,9.0
Palak paneer,Kings Contrivance Jewelers,100,100,6.0
Cha ca,Hamburger King,40,40,6.5
Chicken rice,Checker's Drive-in Restaurant,70,70,11.5
Cao lau,Domino's Pizza,30,30,6.5
Chicken with chestnuts,Taco Del Mar,50,50,11.5
Wanton mee,Los Verdes,110,110,6.0
Dim sum,Ny Chicken Fish,110,110,12.0
Chicken tikka masala,Yum Brands Inc,20,20,8.5
Banh xeo,Hometown Buffet,30,30,4.5
Cha ca,Jimmy John's,70,70,11.5
Goi cuon,Mr Hero,20,20,10.0
Chicken wings,Mcdonald's - Walmart,50,50,3.5
Doughnut,Cusinera,30,30,7.0
Sour soup,Great Steak & Potato Co,60,60,4.5
Macaroni and Cheese,Gabby's Burgers & Fries,30,30,9.5
Tostadas,Hegenburgers,110,110,11.0
Wanton mee,Hungry Andy's,60,60,9.0
Pork bulgogi,Dunkin' Donuts,90,90,10.0
Apple pie,Bamboo Bistro,20,20,10.0
Korma,Checker's Drive-in Restaurant,90,90,4.0
Laksa,Comilao Lanches Bakery,90,90,10.5
Isaan soup,Blake's LotaBurger,60,60,5.5
Pizza,Jamba Juice,90,90,11.0
Papdi chaat,Pizza Primetime,90,90,6.5
Nasi goreng,Blimpie,20,20,4.0
Lasagna,Moe's Southwest Grill,80,80,6.5
Chicken tikka masala,Wings N' More Wings,30,30,12.0
Korma,Moe's Original Bar B Que,40,40,9.0
French fries,Blimpie Subs & Sandwiches,40,40,5.0
Vegetable fried rice,Tom's Grill,80,80,6.0
Soba,Jamba Juice,80,80,8.0
Chicken rice,Greek Oven Pizza and Wings,110,110,11.0
Gogigui,Einstein Bros Bagels,20,20,5.5
Ribollita,Taco Del Mar,100,100,7.0
Lasagna,Jollibee,40,40,3.5
Chicken tikka masala,Greek Oven Pizza and Wings,90,90,11.0
Oyster omelette,Iceberg Drive Inn,80,80,6.0
Kimchi,Steak Escape,70,70,10.5
Tofu,Buds Chicken & Seafood,20,20,10.0
Elote,Long John Silver's,30,30,9.0
Curry fish head,Runza,100,100,5.0
Fried carrot cake,Coop DeVille,80,80,4.5
Hokkien prawn mee,Crystal Restaurant,30,30,5.5
Rawon,El Paragua Restaurant,50,50,4.5
Spring rolls,Wings And Philly,30,30,4.0
Bakso,Skyline Chili,30,30,6.5
Steak,Taco Mayo,70,70,11.5
Pizza,Steak 'n Shake,90,90,3.5
Nem ran,Arctic Circle,30,30,10.5
Thai hanglay curry,Mcdonald's - Walmart,50,50,11.0
Sate,Ben & Jerry's,50,50,5.0
Hot and sour soup,Chick-fil-a Magnolia Mall,90,90,3.5
Paratha,Jack In The Box,90,90,11.5
Green curry chicken,Taco Local,30,30,10.0
Rawon,Carl's / Green Burrito,50,50,3.0
Elote,Lukes on Harlem,70,70,6.5
Sundubu jjigae,Carls Jr. / Green Burrito,20,20,10.5
Spaghetti Carbonara,Eldon Drive In,110,110,9.0
Pho,Meatheads,100,100,5.5
Cha ca,Dairy Queen,50,50,3.5
Chicken with chestnuts,Royal Buffet,40,40,3.0
Chiles en nogada,Mayfair Boardwalk Grill,30,30,7.0
Chilaquiles,Thrashers French Fries,60,60,4.5
Chocolate chip cookie,Moe's Southwest Grill,70,70,5.0
Chicken rice,Gyros Kings,50,50,11.5
Sate,Samurai Sam's,50,50,9.5
Szechwan chilli chicken,Pop-A-Nugget,110,110,9.0
Fried chicken,Steak 'n Shake,50,50,6.5
Chocolate chip cookie,Blimpie Subs & Sandwiches,20,20,11.5
Chole,Don & Millie's,100,100,4.0
Banh xeo,BLIMPIE,40,40,9.0
Spaghetti Bolognese,Stars Drive-In,110,110,11.5
Sour soup,St Louis Original Hamburgers,90,90,9.0
Murg makhani,McDonalds,30,30,6.5
Ossobuco,Ivar's Seafood Bar,30,30,6.0
Pho,Slim Chickens,40,40,9.0
Spaghetti Aglio Olio,Bb&t,30,30,8.0
Sashimi,Papa Johns Pizza,60,60,8.0
Rujak cingur,Saladworks,90,90,4.5
Natto,Tasty Carryout,90,90,11.0
Beef rendang,Taco Time,50,50,3.5
Coconut milk curry,Subway,70,70,9.5
Oyster omelette,Papagus Gyros,90,90,5.0
Polenta,Greyhound,110,110,3.0
Ayam goreng,Braum's Ice Cream & Dairy Store,50,50,9.0
Tempura,Jacks Grocery,110,110,10.5
Gogigui,Greek Oven Pizza and Wings,50,50,3.0
Fried carrot cake,Hotdoks,90,90,9.5
Goi cuon,The Biscuit Factory,40,40,6.0
Enchiladas,Sonic Drive-in (trailer),70,70,7.5
Bhajji,Cusinera,30,30,8.5
Nem ran,A&w Restaurant,80,80,3.0
Ga tan,Hegenburgers,50,50,6.0
Naan,Handy's Lunch,40,40,4.0
Sundubu jjigae,Mazatlan Mexican Restaurant,90,90,7.5
Stir fried tofu with rice,Captain D's,80,80,11.0
Szechwan chilli chicken,Taco Mayo,40,40,3.0
Fish stew,Arbys,110,110,6.0
Dim sum,Mr Char-Burger,110,110,10.0
Ossobuco,Alice's,50,50,4.0
Isaan soup,Gabby's Burgers & Fries,20,20,7.5
Gado gado,Aprisa Mexican Cuisine,90,90,7.5
Polenta,Blimpie,40,40,4.5
Spring rolls,Dairy Freeze,70,70,8.5
Goi cuon,Carl's Jr - Green Burrito,60,60,10.5
Steak,Bob Evans,40,40,12.0
Ossobuco,Arctic Circle,50,50,11.5
Apple pie,Breadeaux Pizza,20,20,5.0
Cao lau,Fred's Store,80,80,8.0
Polenta,Round Table Pizza,40,40,11.5
Hokkien prawn mee,Burger Time,80,80,6.0
Gogigui,Ll Hawaiian Barbecue,40,40,4.5
Tamales,Portillo's,60,60,6.0
Fried carrot cake,A&W/Long John Silvers,100,100,3.0
Soto,Eagan's Drive-In,110,110,3.5
Cantonese chicken soup,Baker's Drive Thru,90,90,9.0
Tostadas,Hot Dog on a Stick,60,60,5.0
Udon,Pop-A-Nugget,30,30,6.5
Risotto,Integrated Therapy Specialists: Arnold D Larson,50,50,5.0
Soto,The Biscuit Factory,30,30,5.0
Samgyeopsal,Custard Hut & Pizza,100,100,5.0
Natto,Tellers Tap Room & Kitchen,20,20,8.0
Polenta,Fresh City,90,90,5.5
Fried carrot cake,Dawg House Grill,20,20,12.0
Lasagna,Sonic Drive-in,50,50,6.0
Tacos al pastor,Burger King Salou,20,20,3.0
Bhajji,Roly Poly,30,30,9.5
Sate,Fallguys Burger Company,110,110,5.5
Wanton mee,Eldon Drive In,30,30,9.0
Pozole,Jacks Grocery,40,40,9.0
Goi cuon,Popeyes,110,110,5.0
Steak,China King,50,50,8.0
Ayam penyet,Pizza Factory,100,100,6.5
Chocolate chip cookie,Crispy Chicken & Seafood,100,100,12.0
Curry fish head,Foster's Freeze,50,50,5.0
Palak paneer,Alice's,100,100,3.0
Spaghetti Aglio Olio,Carl's Jr / Green Burrito,110,110,3.0
Spaghetti Bolognese,Bravo Tacos,30,30,6.0
Mole,Penguin Point,80,80,11.5
Polenta,Eagan's Drive-In,20,20,7.5
Pho,Ll Hawaiian Barbecue,70,70,9.0
Tamales,Home Town Buffet,90,90,5.0
Chiles en nogada,Tina's Carryout Restaurant,110,110,10.5
Soba,Foster's Freeze,60,60,10.0
Stir fried tofu with rice,Boston Market,30,30,4.5
Szechwan chilli chicken,Zaxby's,80,80,4.5
Bak chor mee,Pizza Hut Wingstreet,40,40,5.0
Bottarga,Wings And Philly,110,110,7.0
Doughnut,Boston Chowda Company,90,90,3.5
Paratha,Rocky's,30,30,10.0
Cheeseburger,Jamba Juice,80,80,9.0
Curry fish head,Jim's Coney Island,20,20,7.0
Vegetable fried rice,Raising Cane's,70,70,12.0
Thai hanglay curry,Dunkin Donuts,90,90,8.5
Hot and sour soup,Thrasher's French Fries,60,60,8.0
Tom yum goong,Rocky's,40,40,7.0
Sichuan pork,B. Good,90,90,5.0
Kimchi stew,Dual - Carls / Grn Burrito 1100654,20,20,4.0
Curry fish head,Hotdoks,110,110,12.0
Apple pie,Blake's LotaBurger,110,110,6.5
Boiled vegetable soup,Ziti's Italian Express,110,110,9.5
Oyster omelette,Blimpie,100,100,6.5
Udon,Soulfish Grill,20,20,3.0
Steak,Peking Wok,60,60,5.5
Chicken tikka masala,Baker's Drive Thru,60,60,7.0
Sashimi,Popeyes Louisiana Kitchen,60,60,3.5
Chicken with chestnuts,Thrashers French Fries,20,20,8.5
Fried chicken,Snack Shack,110,110,4.5
Bakso,Rancher's Roast Beef Inc.,60,60,7.0
Bottarga,Cousins Subs of Green Bay - Oneida St. & Ramada Way,40,40,5.0
Udon,Steak Escape,20,20,8.5
Guacamole,Skyline Chili,50,50,6.5
Chicken tikka masala,Fatburger,100,100,7.0
Chilaquiles,Hardee's,110,110,3.0
Banh khot,Lion's Choice,110,110,12.0
Ossobuco,Long John Silver's / A&W,110,110,8.5
Samgyeopsal,Tellers Tap Room & Kitchen,20,20,4.5
Doughnut,Windmill Gourmet Fast Foods,80,80,3.5
Elote,Mcdonald's,40,40,7.5
Oyster omelette,Sensenig Poultry LLC,60,60,11.0
Chicken wings,Burgerville,20,20,12.0
Bak kut teh,Bojangles' Famous Chicken 'n Biscuits,50,50,3.0
French fries,Cook-Out,70,70,9.0
Spaghetti Carbonara,Sheetz,40,40,3.0
Guacamole,Charcoal Delights,70,70,12.0
Elote,Papa John’s Pizza,60,60,10.5
Kaya toast,Taco Local,70,70,3.5
Steak,Home Town Buffet,100,100,8.5
Soto,Blake's LotaBurger,70,70,6.5
Yakitori,Everest,80,80,8.0
Lasagna,Dq Grill & Chill,110,110,5.0
Yakitori,Great Steak & Potato Co,40,40,4.0
Samgyeopsal,Papa John's Pizza,30,30,4.5
Hash browns,Tom's Drive In,100,100,10.0
Elote,Rubio's,60,60,6.5
Wanton mee,Alice's,50,50,3.0
Donburi,Custard Hut & Pizza,50,50,8.5
Steak,Pacific Rim,50,50,7.5
Murg makhani,Zaxby's,30,30,7.0
Tom yum goong,Hunam Garden,40,40,4.0
Chicken tikka masala,BIG & little's Restaurant,70,70,9.5
Murg makhani,Kentucky Fried Chicken,40,40,9.0
Soba,Taco Time,60,60,10.0
Laksa,Aprisa Mexican Cuisine,100,100,11.0
Gado gado,Great Steak & Potato Co,70,70,11.0
Tempura,Mcdonald's - Walmart,100,100,6.0
Spaghetti Bolognese,Mc Donalds,60,60,10.0
Chicken wings,Cousins Subs of Green Bay - Oneida St. & Ramada Way,20,20,12.0
Chocolate chip cookie,Quick,100,100,11.5
Palak paneer,Schlotzsky's,90,90,5.0
Polenta,Rush's,70,70,5.5
Steak,Luxor Food Court,100,100,11.0
Murg makhani,Brixton's,90,90,7.0
Chicken wings,ShopRite,20,20,4.0
Curry fish head,Flash Foods / McDonald's,30,30,8.5
Fish stew,Carl's Jr - Green Burrito,110,110,10.0
Fish kidney curry,White Manna Hamburgers,30,30,8.5
Boiled vegetable soup,Bills Place,90,90,5.0
Pozole,Bad Daddys Burger Bar,80,80,5.5
Ga tan,Long John Silver/ A&W,90,90,9.5
Szechwan chilli chicken,Baja Fresh,70,70,4.0
Spaghetti Aglio Olio,Steak 'N Shake,60,60,9.0
Ayam penyet,Siam To Go,70,70,11.5
Green curry chicken,Ryan's,90,90,6.0
Cha ca,A&W All American Food,20,20,4.0
Noodles,Mc Donalds,40,40,6.5
Tempura,Church's Chicken,60,60,3.5
Chicken with chestnuts,Tudor's Biscuit World,60,60,10.0
Chicken galangal soup,J J Fish and Chicken,110,110,8.5
Natto,Little Caesar's Pizza Smithfield,70,70,7.0
Chilaquiles,Twisters,60,60,6.5
Banh xeo,Tubby's Grilled Submarines,40,40,7.5
Bun bo hue,Smashburger,110,110,4.5
Paratha,Pal's Sudden Service,20,20,3.0
Bun bo hue,Quick,110,110,6.5
Ayam penyet,Carl's Jr / Green Burrito,20,20,5.0
Bibimbap,Kfc - Kentucky Fried Chicken,100,100,9.0
Wanton mee,Grandy's,50,50,8.5
Tamales,Dunkin Donuts,90,90,3.5
Cantonese chicken soup,Ziti's Italian Express,70,70,4.5
Lasagna,Maui Tacos,20,20,6.5
Pho,Strongwater Spirits & Botanicals,30,30,7.5
Elote,Noodles & Company,80,80,5.5
Rau muong,Papa Gino's,110,110,10.0
Dim sum,Rubio's,70,70,7.5
Goi cuon,Checkers,80,80,5.5
Paratha,Osgood's,100,100,6.0
Sour soup,Del Taco,100,100,7.5
Curry fish head,Rapid Ray's,50,50,8.5
Spring rolls,Pacific Rim,100,100,8.0
Oyster omelette,Baskin-Robbins,50,50,11.0
Ramen,Nino's Pizza,50,50,4.0
Natto,Thrashers French Fries,20,20,4.0
Paratha,Dawg House Grill,30,30,9.5
Elote,Foster's Freeze,30,30,8.0
Korma,Milo's Hamburgers,60,60,5.0
Beef rendang,Farmer Boys,50,50,11.0
Sushi,Siam To Go,110,110,5.5
Goi cuon,Jamba Juice,110,110,6.5
Mole,Redbox,100,100,6.5
Pozole,Subway - Bell's Ferry,50,50,4.0
Chicken wings,Zaxby's,90,90,10.5
Bottarga,Kum & Go,100,100,3.5
Bottarga,Cook Out,40,40,10.5
Bottarga,Sonic Drive-in (trailer),70,70,3.5
Kaya toast,Love's,80,80,5.5
Sushi,Lanesplitter Pizza & Pub,60,60,3.5
Spaghetti Aglio Olio,Fatburger,70,70,6.0
Tandoori chicken,Gyros Kings,100,100,9.5
Goi cuon,Sonic Drive-in (trailer),110,110,11.0
Tofu,Sonic Drive-in,40,40,12.0
Laksa,Foster's Freeze,60,60,4.5
Ossobuco,Dairy Queen Grill & Chill / Orange Julius,100,100,10.5
Rau muong,Convergence Zone,110,110,7.5
Fried carrot cake,Captain D's,100,100,5.0
Bun bo hue,Subway,50,50,3.0
Cha ca,Rafael's,90,90,3.5
Bak chor mee,Don & Millie's,70,70,9.5
Macaroni and Cheese,Convergence Zone,50,50,10.0
Chicken wings,Little Caesars Pizza,30,30,3.0
Chiles en nogada,McDonald's of Mililani Mauka,60,60,7.0
Spaghetti Aglio Olio,Garden Fast Food,50,50,10.0
Soba,McDonald's of Mililani Mauka,60,60,10.0
Palak paneer,Tudor's Biscuit World,100,100,8.0
Rawon,Popeye's Chicken & Biscuits,110,110,7.5
Ayam penyet,Carl's Jr - Green Burrito,100,100,8.0
Dim sum,QDOBA Mexican Eats,30,30,6.0
Gogigui,Famous Dave's,50,50,7.0
Isaan soup,Kings Contrivance Jewelers,50,50,10.0
Pork bulgogi,China Buddha Inn II,90,90,11.0
Cheeseburger,Cook-Out,20,20,12.0
Chicken with chestnuts,Fitness 19,70,70,10.5
Soto,Sconecutter,90,90,6.5
Ramen,Taco Mayo,30,30,8.5
Chicken galangal soup,Hardee's / Red Burrito,110,110,6.0
Ayam goreng,Subway Citgo of Quarryville,90,90,12.0
Beef rendang,Kasa's Pizza,60,60,4.5
Wanton mee,Checker's Drive-in Restaurant,100,100,3.0
Soba,Aprisa Mexican Cuisine,40,40,6.5
Chicken wings,Omega Drive-In,40,40,6.5
Pizza,Garden Fast Food,60,60,4.5
Chicken with chestnuts,Boston Market 381,50,50,3.5
Banh xeo,Isabella's Pizzeria,60,60,12.0
Beef rendang,Schlotzsky's,80,80,6.0
Chocolate chip cookie,BGR - The Burger Joint,20,20,5.0
Ramen,Little Caesars Pizza,80,80,12.0
Bun bo hue,Pete's Burgers,90,90,7.0
Chiles en nogada,Your Healthy Habit,100,100,6.5
Yakitori,Mocha Express,110,110,5.0
Fried carrot cake,LocoL,110,110,6.0
Elote,Gabby's Burgers & Fries,60,60,3.5
Bak chor mee,Charley's Grilled Subs,90,90,3.0
Curry fish head,Food 4 Less,20,20,12.0
Nem ran,Hot Dog Heaven,90,90,10.0
Sushi,Taco Time,40,40,3.5
Spaghetti Bolognese,Long John Silvers,60,60,9.5
Spaghetti Carbonara,Good Times Burgers & Frozen Custard,40,40,7.0
French fries,Papagus Gyros,70,70,11.5
Ribollita,DQ Grill & Chill,40,40,3.5
Chicken galangal soup,Great Steak & Potato Co,80,80,11.5
Bottarga,Domino's Pizza,90,90,9.5
French fries,B Z Breakfast Burgers Beyond,20,20,12.0
Isaan soup,Checkers,110,110,7.0
Kimchi,Long John Silvers / A&W,30,30,7.5
Ramen,George's Gyros Spot,40,40,4.5
Ramyeon,Carl's Jr / Green Burrito,110,110,3.0
Bun bo hue,JCW's,100,100,4.5
Soto,OMG! Rotisserie,60,60,7.5
Kaya toast,Roly Poly,110,110,7.5
Paratha,Papagus Gyros,40,40,9.5
Ribollita,Nick's Gyros,20,20,9.5
Paratha,Wendy Two Two Eight,100,100,3.5
Soba,Steak 'n Shake,20,20,12.0
Samgyeopsal,L&L Hawaiian Barbecue,100,100,5.5
Spaghetti Bolognese,7-Eleven,30,30,4.0
Tostadas,Burger Time,110,110,11.0
Hokkien prawn mee,Bush's Chicken,50,50,10.5
Laksa,A&w,40,40,8.0
Spaghetti Carbonara,Vista Drive In,100,100,9.5
Bibimbap,Smashburger,100,100,11.0
Fish stew,Nathan's Famous,30,30,8.0
Sate,Qdoba Mexican Eats,30,30,4.0
Tofu,Mcdonald's,30,30,7.0
Tom yum goong,Mazatlan Mexican Restaurant,100,100,3.0
Bak chor mee,Redbox,70,70,6.0
Lasagna,Seaside Eatery,50,50,4.5
Coconut milk curry,Checkers Burgers and Fries,70,70,6.5
Ayam goreng,Papa John's,90,90,3.5
Coconut milk curry,In-A-Tub,80,80,9.0
Tofu,Kennedy Fried Chicken & Pizza,20,20,6.5
Hash browns,Cook-Out,30,30,8.5
Nem ran,Toppers Pizza,40,40,10.0
Bibimbap,Maui Tacos,30,30,7.5
Thai hanglay curry,Pizza Hut Wingstreet,90,90,10.5
Spaghetti Aglio Olio,Breadeaux Pizza,100,100,3.0
Cantonese chicken soup,Cypress Best,20,20,7.0
Spring rolls,Paesano's,60,60,7.0
Ribollita,Blimpie,60,60,4.0
Spaghetti Carbonara,Cousins Subs of Green Bay - Oneida St. & Ramada Way,60,60,10.0
Rujak cingur,Dairy Queen - Round Rock,70,70,11.0
Pozole,Sarku Japan,50,50,5.5
Bak kut teh,Shepard's Drive-In,80,80,8.0
Bak kut teh,Braum's,110,110,8.0
Sour soup,Subway Citgo of Quarryville,30,30,3.0
Cha ca,QDOBA Mexican Eats,40,40,7.0
Laksa,Sonic Drive-in (trailer),60,60,7.5
Hokkien prawn mee,Maria's Fry Bread & Mexican Food,50,50,10.5
Nem ran,D'Angelo Grilled Sandwiches,100,100,4.0
Cao lau,King Grill,30,30,11.5
Doughnut,Foster's Freeze,100,100,6.5
Bibimbap,Moe's Southwest Grill,30,30,7.0
Fish stew,Pizza Factory,20,20,11.5
Spring rolls,Braum's Ice Cream & Dairy Store,20,20,6.5
Bibimbap,White Manna Hamburgers,100,100,11.5
Chicken galangal soup,Red Robin Gourmet Burgers,20,20,4.5
Tempura,Kings Contrivance Jewelers,110,110,5.5
Laksa,Jimmy Johns,90,90,5.5
Palak paneer,Wendy's,100,100,11.5
Coconut milk curry,Mcalister's Deli,20,20,10.5
Ossobuco,Tellers Tap Room & Kitchen,90,90,11.5
Pozole,Pollo Tropical,110,110,4.5
Banh xeo,Dino's Gyros,110,110,4.0
Ramyeon,Hardee's / Red Burrito / Dough Boys,30,30,12.0
Chicken with chestnuts,Goodcents Deli Fresh Subs,80,80,7.0
Chilaquiles,Popeyes Louisiana Kitchen,80,80,5.0
Laksa,China King,30,30,5.0
Enchiladas,JCW's,110,110,11.0
Chicken tikka masala,Bills Place,50,50,8.0
Oyster omelette,Hegenburgers,80,80,4.5
Macaroni and Cheese,Starbucks,20,20,7.5
Bhajji,Foster's Freeze,110,110,11.0
Thai hanglay curry,Luby's,70,70,10.0
Kimchi,Food 4 Less,40,40,10.0
Vegetable fried rice,Papa Johns,110,110,6.5
Fish stew,Costa Vida Fresh Mexican Grill,60,60,6.5
Chilaquiles,Elevation Burger,80,80,7.5
Pork bulgogi,Quizno's +,110,110,6.0
Bhajji,Schlotzsky's,60,60,7.0
Polenta,Lee's Famous Recipe Chicken,30,30,9.5
Thai hanglay curry,Zip's Hamburgers And Fish,110,110,6.0
Enchiladas,Chick-fil-a Magnolia Mall,100,100,11.0
Papdi chaat,Maria's Fry Bread & Mexican Food,40,40,9.0
Banh xeo,Tasty Carryout,40,40,5.0
Stir fried tofu with rice,Capriotti's Sandwich Shop,90,90,7.5
Bakso,KFC - Kentucky Fried Chicken,70,70,8.0
Tacos al pastor,Aprisa Mexican Cuisine,20,20,7.5
Apple pie,Dairy Isle,60,60,4.5
Bibimbap,Shepard's Drive-In,70,70,12.0
Lasagna,Pizza Hut,20,20,8.5
Banh xeo,Denton's,40,40,9.5
French fries,Culver's,70,70,10.0
Oyster omelette,Dairy Queen,60,60,9.0
Naan,name,110,110,3.0
Spaghetti Aglio Olio,SUBWAY®,100,100,10.0
